Time,Disturbance,Actuator,Error,RMS_E,W_S,W_C
0.484259,-0.349312,0,-0.352791,0,0,0
0.484509,-0.52371,0,-0.520893,0,0,0
0.484759,-0.634465,0,-0.638011,0,0,0
0.485009,-0.679824,0,-0.683076,0,0,0
0.485259,-0.65646,0,-0.6602,0,0,0
0.485509,-0.562524,0,-0.558892,0,0,0
0.485759,-0.421502,0,-0.425439,0,0,0
0.486009,-0.26174,0,-0.263981,0,0,0
0.486259,-0.115429,0,-0.120366,0,0,0
0.486509,0.0126889,0,0.0111192,0,0,0
0.486759,0.100725,0,0.0971606,0,0,0
0.487009,0.147734,0,0.144241,0,0,0
0.487259,0.176485,0,0.181474,0,0,0
0.487509,0.186252,0,0.184783,0,0,0
0.487759,0.193827,0,0.19772,0,0,0
0.488009,0.235754,0,0.236131,0,0,0
0.488259,0.28845,0,0.29194,0,0,0
0.488509,0.361188,0,0.360583,0,0,0
0.488759,0.44506,0,0.441485,0,0,0
0.489009,0.512386,0,0.510379,0,0,0
0.489259,0.537213,0,0.541403,0,0,0
0.489509,0.506782,0,0.510333,0,0,0
0.489759,0.423136,0,0.420136,0,0,0
0.490009,0.275828,0,0.2807,0,0,0
0.490259,0.076059,0,0.0772521,0,0,0
0.490509,-0.139512,0,-0.140551,0,0,0
0.490759,-0.33637,0,-0.336765,0,0,0
0.491009,-0.499032,0,-0.502447,0,0,0
0.491259,-0.611367,0,-0.609493,0,0,0
0.491509,-0.642584,0,-0.643526,0,0,0
0.491759,-0.609138,0,-0.606472,0,0,0
0.492009,-0.520181,0,-0.518184,0,0,0
0.492259,-0.39687,0,-0.399488,0,0,0
0.492509,-0.270277,0,-0.272008,0,0,0
0.492759,-0.157359,0,-0.156733,0,0,0
0.493009,-0.0664108,0,-0.0673423,0,0,0
0.493259,-0.00820603,0,-0.00496203,0,0,0
0.493509,0.0207755,0,0.0180744,0,0,0
0.493759,0.042255,0,0.0384582,0,0,0
0.494009,0.0667818,0,0.0698207,0,0,0
0.494259,0.106686,0,0.111271,0,0,0
0.494509,0.186516,0,0.186882,0,0,0
0.494759,0.281322,0,0.284869,0,0,0
0.495009,0.403738,0,0.400996,0,0,0
0.495259,0.507906,0,0.510581,0,0,0
0.495509,0.586075,0,0.590238,0,0,0
0.495759,0.620589,0,0.618542,0,0,0
0.496009,0.580785,0,0.576629,0,0,0
0.496259,0.466411,0,0.46654,0,0,0
0.496509,0.301916,0,0.303591,0,0,0
0.496759,0.0955068,0,0.0907186,0,0,0
0.497009,-0.11286,0,-0.111979,0,0,0
0.497259,-0.312734,0,-0.316411,0,0,0
0.497509,-0.461937,0,-0.460001,0,0,0
0.497759,-0.552845,0,-0.556934,0,0,0
0.498009,-0.575243,0,-0.570867,0,0,0
0.498259,-0.53849,0,-0.54302,0,0,0
0.498509,-0.459768,0,-0.45529,0,0,0
0.498759,-0.368286,0,-0.367109,0,0,0
0.499009,-0.27771,0,-0.281106,0,0,0
0.499259,-0.202508,0,-0.206602,0,0,0
0.499509,-0.158427,0,-0.160815,0,0,0
0.499759,-0.129544,0,-0.130862,0,0,0
0.500009,-0.116879,0,-0.120978,0.378883,0,0
0.500259,-0.0921293,0,-0.0941983,0.378883,0,0
0.500509,-0.0451938,0,-0.0411454,0.378883,0,0
0.500759,0.0283982,0,0.0244905,0.378883,0,0
0.501009,0.148715,0,0.153105,0.378883,0,0
0.501259,0.287611,0,0.284648,0.378883,0,0
0.501509,0.437001,0,0.435301,0.378883,0,0
0.501759,0.565418,0,0.564894,0.378883,0,0
0.502009,0.642103,0,0.638015,0.378883,0,0
0.502259,0.670379,0,0.665545,0.378883,0,0
0.502509,0.618614,0,0.619764,0.378883,0,0
0.502759,0.495734,0,0.493346,0.378883,0,0
0.503009,0.325834,0,0.325449,0.378883,0,0
0.503259,0.113358,0,0.112957,0.378883,0,0
0.503509,-0.0925372,0,-0.0912337,0.378883,0,0
0.503759,-0.266108,0,-0.268187,0.378883,0,0
0.504009,-0.393401,0,-0.395878,0.378883,0,0
0.504259,-0.461885,0,-0.458714,0.378883,0,0
0.504509,-0.481122,0,-0.483838,0.378883,0,0
0.504759,-0.450954,0,-0.447892,0.378883,0,0
0.505009,-0.390382,0,-0.388316,0.378883,0,0
0.505259,-0.328554,0,-0.323921,0.378883,0,0
0.505509,-0.28137,0,-0.286269,0.378883,0,0
0.505759,-0.258244,0,-0.253882,0.378883,0,0
0.506009,-0.251668,0,-0.25089,0.378883,0,0
0.506259,-0.256377,0,-0.252911,0.378883,0,0
0.506509,-0.247337,0,-0.24952,0.378883,0,0
0.506759,-0.2191,0,-0.222764,0.378883,0,0
0.507009,-0.151317,0,-0.154576,0.378883,0,0
0.507259,-0.0409672,0,-0.0424556,0.378883,0,0
0.507509,0.118008,0,0.117078,0.378883,0,0
0.507759,0.290202,0,0.292101,0.378883,0,0
0.508009,0.458347,0,0.461374,0.378883,0,0
0.508259,0.598347,0,0.599713,0.378883,0,0
0.508509,0.682551,0,0.682279,0.378883,0,0
0.508759,0.687862,0,0.688294,0.378883,0,0
0.509009,0.629633,0,0.631131,0.378883,0,0
0.509259,0.504907,0,0.504069,0.378883,0,0
0.509509,0.32516,0,0.330042,0.378883,0,0
0.509759,0.129426,0,0.128176,0.378883,0,0
0.510009,-0.04719,0,-0.045316,0.378883,0,0
0.510259,-0.19958,0,-0.203601,0.378883,0,0
0.510509,-0.308725,0,-0.305326,0.378883,0,0
0.510759,-0.361527,0,-0.360427,0.378883,0,0
0.511009,-0.371083,0,-0.375311,0.378883,0,0
0.511259,-0.350726,0,-0.350322,0.378883,0,0
0.511509,-0.322977,0,-0.321486,0.378883,0,0
0.511759,-0.305417,0,-0.308598,0.378883,0,0
0.512008,-0.305526,0,-0.302917,0.378883,0,0
0.512258,-0.32505,0,-0.324253,0.378883,0,0
0.512508,-0.352461,0,-0.350621,0.378883,0,0
0.512758,-0.372434,0,-0.375129,0.378883,0,0
0.513008,-0.373313,0,-0.369738,0.378883,0,0
0.513258,-0.327166,0,-0.327783,0.378883,0,0
0.513508,-0.23086,0,-0.229843,0.378883,0,0
0.513758,-0.0940845,0,-0.0962294,0.378883,0,0
0.514008,0.0930464,0,0.0914634,0.378883,0,0
0.514258,0.291327,0,0.289144,0.378883,0,0
0.514508,0.467391,0,0.471801,0.378883,0,0
0.514758,0.606452,0,0.601913,0.378883,0,0
0.515008,0.685045,0,0.686334,0.378883,0,0
0.515258,0.68523,0,0.684218,0.378883,0,0
0.515508,0.613196,0,0.611805,0.378883,0,0
0.515758,0.490589,0,0.491378,0.378883,0,0
0.516008,0.32571,0,0.323541,0.378883,0,0
0.516258,0.155295,0,0.159617,0.378883,0,0
0.516508,-0.00248643,0,-0.00422337,0.378883,0,0
0.516758,-0.126681,0,-0.125639,0.378883,0,0
0.517008,-0.200692,0,-0.197647,0.378883,0,0
0.517258,-0.237116,0,-0.234063,0.378883,0,0
0.517508,-0.24755,0,-0.245345,0.378883,0,0
0.517758,-0.241085,0,-0.241836,0.378883,0,0
0.518008,-0.253841,0,-0.257809,0.378883,0,0
0.518258,-0.278982,0,-0.281533,0.378883,0,0
0.518508,-0.319915,0,-0.31898,0.378883,0,0
0.518758,-0.381209,0,-0.381436,0.378883,0,0
0.519008,-0.446535,0,-0.443562,0.378883,0,0
0.519258,-0.484249,0,-0.487393,0.378883,0,0
0.519508,-0.477841,0,-0.476071,0.378883,0,0
0.519758,-0.424044,0,-0.428175,0.378883,0,0
0.520008,-0.298858,0,-0.298983,0.378883,0,0
0.520258,-0.133999,0,-0.13014,0.378883,0,0
0.520508,0.0696407,0,0.0655171,0.378883,0,0
0.520758,0.281274,0,0.280946,0.378883,0,0
0.521008,0.466346,0,0.469736,0.378883,0,0
0.521258,0.599371,0,0.594581,0.378883,0,0
0.521508,0.665033,0,0.662207,0.378883,0,0
0.521758,0.65579,0,0.656406,0.378883,0,0
0.522008,0.579507,0,0.58143,0.378883,0,0
0.522258,0.462101,0,0.465647,0.378883,0,0
0.522508,0.311996,0,0.310326,0.378883,0,0
0.522758,0.176064,0,0.179493,0.378883,0,0
0.523008,0.053794,0,0.0556529,0.378883,0,0
0.523258,-0.0239366,0,-0.023257,0.378883,0,0
0.523508,-0.0769845,0,-0.0742515,0.378883,0,0
0.523758,-0.105347,0,-0.102203,0.378883,0,0
0.524008,-0.11844,0,-0.120392,0.378883,0,0
0.524258,-0.145272,0,-0.147758,0.378883,0,0
0.524508,-0.189884,0,-0.186111,0.378883,0,0
0.524758,-0.257851,0,-0.253226,0.378883,0,0
0.525008,-0.349446,0,-0.350629,0.378883,0,0
0.525258,-0.447994,0,-0.445536,0.378883,0,0
0.525508,-0.527469,0,-0.52282,0.378883,0,0
0.525757,-0.57207,0,-0.572975,0.378883,0,0
0.526007,-0.567423,0,-0.568384,0.378883,0,0
0.526257,-0.48539,0,-0.485255,0.378883,0,0
0.526507,-0.351982,0,-0.351145,0.378883,0,0
0.526757,-0.164445,0,-0.168704,0.378883,0,0
0.527007,0.0499208,0,0.0511393,0.378883,0,0
0.527257,0.260756,0,0.258856,0.378883,0,0
0.527507,0.440652,0,0.445307,0.378883,0,0
0.527757,0.551424,0,0.556214,0.378883,0,0
0.528007,0.60327,0,0.605383,0.378883,0,0
0.528257,0.587595,0,0.591974,0.378883,0,0
0.528507,0.524149,0,0.528173,0.378883,0,0
0.528757,0.416072,0,0.413473,0.378883,0,0
0.529007,0.307351,0,0.310471,0.378883,0,0
0.529257,0.204101,0,0.208885,0.378883,0,0
0.529507,0.129232,0,0.132805,0.378883,0,0
0.529757,0.0801324,0,0.0830455,0.378883,0,0
0.530007,0.0524993,0,0.0512085,0.378883,0,0
0.530257,0.0386141,0,0.0389659,0.378883,0,0
0.530507,0.0113514,0,0.00705255,0.378883,0,0
0.530757,-0.0452202,0,-0.0486187,0.378883,0,0
0.531007,-0.131848,0,-0.130006,0.378883,0,0
0.531257,-0.246411,0,-0.246228,0.378883,0,0
0.531507,-0.371977,0,-0.367555,0.378883,0,0
0.531757,-0.502644,0,-0.504311,0.378883,0,0
0.532007,-0.600509,0,-0.598625,0.378883,0,0
0.532257,-0.649416,0,-0.651348,0.378883,0,0
0.532507,-0.622613,0,-0.620201,0.378883,0,0
0.532757,-0.53068,0,-0.526464,0.378883,0,0
0.533007,-0.374235,0,-0.376623,0.378883,0,0
0.533257,-0.182769,0,-0.183178,0.378883,0,0
0.533507,0.0289551,0,0.0319554,0.378883,0,0
0.533757,0.227201,0,0.230182,0.378883,0,0
0.534007,0.392361,0,0.390707,0.378883,0,0
0.534257,0.49179,0,0.493729,0.378883,0,0
0.534507,0.522868,0,0.522332,0.378883,0,0
0.534757,0.508035,0,0.508684,0.378883,0,0
0.535007,0.456678,0,0.453459,0.378883,0,0
0.535257,0.376754,0,0.372924,0.378883,0,0
0.535507,0.297021,0,0.293299,0.378883,0,0
0.535757,0.240339,0,0.240781,0.378883,0,0
0.536007,0.210397,0,0.212784,0.378883,0,0
0.536257,0.197024,0,0.196963,0.378883,0,0
0.536507,0.192625,0,0.190066,0.378883,0,0
0.536757,0.168611,0,0.167759,0.378883,0,0
0.537007,0.126434,0,0.12668,0.378883,0,0
0.537257,0.0390957,0,0.0341096,0.378883,0,0
0.537507,-0.0800119,0,-0.080597,0.378883,0,0
0.537757,-0.236816,0,-0.236844,0.378883,0,0
0.538007,-0.390429,0,-0.389529,0.378883,0,0
0.538257,-0.538574,0,-0.534342,0.378883,0,0
